1, 0.001000, 1669113091
1, 0.001000, 1669113322
1, 0.001000, 1669113365
1, 0.001000, 1699703335
1, 0.001000, 1699703402
1, 0.001000, 1699703467
1, 0.001000, 1699703499
1, 0.001000, 1699703692
2, 0.002000, 1699703692
1, 0.001000, 1699703985
2, 0.002000, 1699703985
1, 0.001000, 1700055441
2, 0.002000, 1700055441
1, 0.001000, 1700055443
2, 0.002000, 1700055443
1, 0.001000, 1700055447
2, 0.002000, 1700055447
1, 0.001000, 1700055448
2, 0.002000, 1700055448
1, 0.001000, 1700055449
2, 0.002000, 1700055449
